Restaurant ID,Restaurant Name,City,User Rating Votes,User Aggregate Rating,Cuisines,Country
75620,Whisk Wine Bar,Pretoria,135,4.1,"European, Tapas",South Africa
7601024,Ting Thai Caravan,Edinburgh,110,4.6,"Thai, Asian",United Kingdom
7600188,Mother India's Cafe,Edinburgh,137,4.5,Indian,United Kingdom
7601102,Chaophraya,Edinburgh,57,4.4,Thai,United Kingdom
7600471,The Elephant House,Edinburgh,90,4.1,Cafe,United Kingdom
18408677,Dishoom Edinburgh,Edinburgh,64,4.5,"Cafe, Indian",United Kingdom
7600929,David Bann,Edinburgh,76,4.5,"Asian, Italian, Mediterranean, European",United Kingdom
7602204,El Cartel,Edinburgh,34,4.1,Mexican,United Kingdom
7600432,The Royal McGregor,Edinburgh,17,3.5,Scottish,United Kingdom
7600217,La Favorita,Edinburgh,110,4.6,Italian,United Kingdom
7600062,Hard Rock Cafe,Edinburgh,89,4.3,American,United Kingdom
7600307,Angels With Bagpipes,Edinburgh,44,4.0,Scottish,United Kingdom
7600448,Cafe Andaluz,Edinburgh,95,4.4,"Spanish, Tapas",United Kingdom
7600902,Mimi's Bakehouse,Edinburgh,76,4.6,"Cafe, Bakery, Desserts",United Kingdom
7600792,Wedgwood,Edinburgh,65,4.2,"Scottish, British",United Kingdom
7601241,The Kitchin,Edinburgh,143,4.5,"British, French",United Kingdom
7600083,Castle Terrace,Edinburgh,57,4.4,"British, Scottish, French",United Kingdom
7600381,Fishers In The City,Edinburgh,73,4.3,"Seafood, British",United Kingdom
7601177,Tuk Tuk Indian Street Food,Edinburgh,75,4.1,"Indian, Street Food",United Kingdom
7600914,The Witchery & The Secret Garden,Edinburgh,112,4.2,"British, Scottish, Seafood",United Kingdom
7600636,Number One - Balmoral Hotel,Edinburgh,35,4.0,European,United Kingdom
7700615,Wagamama,Glasgow,136,4.3,Japanese,United Kingdom
7700043,Nanakusa,Glasgow,71,4.2,"Japanese, Grill",United Kingdom
7700258,Chaophraya,Glasgow,51,3.6,Thai,United Kingdom
7700025,The Butterfly & The Pig,Glasgow,53,3.9,British,United Kingdom
7701552,Elia,Glasgow,77,4.4,Greek,United Kingdom
7700329,The Dhabba,Glasgow,80,3.8,Indian,United Kingdom
7700780,The Two Figs,Glasgow,42,3.9,"British, Scottish",United Kingdom
7700672,The Battlefield Restaurant,Glasgow,104,4.4,"Italian, Scottish, Continental",United Kingdom
7700796,Celino's,Glasgow,79,4.9,"Italian, Deli",United Kingdom
7700470,Rishi's,Glasgow,41,3.8,Indian,United Kingdom
7701386,La Tasca,Glasgow,64,4.1,Spanish,United Kingdom
7700440,The Italian Caffe,Glasgow,46,4.0,Italian,United Kingdom
7700495,The Butchershop Bar & Grill,Glasgow,67,4.1,"Grill, Steak, Scottish, British",United Kingdom
7700694,Ubiquitous Chip,Glasgow,113,4.1,"Scottish, British",United Kingdom
7700834,Stravaigin,Glasgow,104,4.3,Scottish,United Kingdom
7700300,Jamie's Italian,Glasgow,168,2.9,Italian,United Kingdom
7701457,Mother India Cafe,Glasgow,126,4.8,Indian,United Kingdom
7700065,Ichiban,Glasgow,133,4.6,Japanese,United Kingdom
7700026,Dakhin,Glasgow,43,3.9,"Indian, South Indian",United Kingdom
7700850,Hillhead Bookclub,Glasgow,71,3.6,"British, Scottish",United Kingdom
7800282,Circus Circus Cafe,Durban,141,4.2,"Mediterranean, Continental",South Africa
7800523,Roma Revolving Restaurant,Durban,144,3.9,"Italian, Seafood, Steak",South Africa
7800372,Vovo Telo,Durban,162,4.1,"Cafe, Bakery, Desserts",South Africa
18362280,The Chefs' Table,Durban,106,4.7,International,South Africa
7800495,The Ocean Terrace - The Oyster Box Hotel,Durban,194,4.6,"Indian, Durban, Continental",South Africa
7800663,The Galley Beach Bar & Grill,Durban,120,3.2,"Grill, Seafood",South Africa
7800284,Beluga,Durban,241,3.8,"Seafood, Asian",South Africa
7800310,Daruma - Elangeni & Maharani,Durban,100,4.3,"Japanese, Sushi",South Africa
7800531,Freedom Cafe,Durban,119,4.1,"Deli, South African",South Africa
7800959,The Waffle House,Durban,195,4.8,"Desserts, Finger Food",South Africa
7800905,Bel Punto,Durban,177,4.9,Seafood,South Africa
18216520,Fourteen on Chartwell,Durban,166,4.5,Continental,South Africa
7800437,Market,Durban,156,4.4,Cafe,South Africa
7800380,Little Havana,Durban,130,4.2,Continental,South Africa
7800541,Jack Salmon,Durban,91,4.3,Seafood,South Africa
7800551,Mali's Indian Restaurant,Durban,122,4.6,Indian,South Africa
7800516,Ile Maurice,Durban,113,4.3,French,South Africa
7800157,tashas,Durban,174,4.3,Cafe,South Africa
7800462,9th Avenue Bistro,Durban,93,4.5,French,South Africa
18473006,Casa Bella,Durban,59,3.8,"Italian, Pizza",South Africa
7900198,Sichuan Style Restaurant,Hamilton,72,4.3,Chinese,New Zealand
7900069,Babaganush,Hamilton,76,4.0,Turkish,New Zealand
7900141,Daikoku Restaurant,Hamilton,50,3.6,"Japanese, Teppanyaki",New Zealand
7900355,The Sugar Bowl Cafe,Hamilton,80,4.1,Cafe Food,New Zealand
7900646,The Chilli House,Hamilton,28,4.0,"Chinese, Dumplings, Hot Pot, Sichuan, Vegan, Vegetarian",New Zealand
7900250,Gothenburg,Hamilton,100,4.6,European,New Zealand
7900322,The Helm,Hamilton,64,2.5,European,New Zealand
7900419,Two Birds Eatery,Hamilton,65,3.8,Cafe Food,New Zealand
7900218,Foundation Bar Kitchen & Lounge,Hamilton,95,4.3,Steak,New Zealand
18319871,Zealong Tea Estate,Hamilton,24,4.4,Cafe Food,New Zealand
7903141,Jacks Coffee Lounge,Hamilton,53,4.1,Cafe Food,New Zealand
7900287,The River Kitchen,Hamilton,62,4.2,"Cafe Food, Coffee and Tea",New Zealand
7900349,Good George Brewing,Hamilton,51,4.1,"Kiwi, European, Finger Food",New Zealand
7900238,Scotts Epicurean,Hamilton,117,4.4,Cafe Food,New Zealand
7900011,Sultan's Kitchen,Hamilton,33,4.0,"Turkish, Mediterranean, Moroccan",New Zealand
7900186,Mexico,Hamilton,100,4.2,Mexican,New Zealand
7900182,Thai House Express,Hamilton,51,4.0,Thai,New Zealand
7900023,Indian Star,Hamilton,63,3.8,"North Indian, Indian",New Zealand
7900490,Zealong Tea Estate,Hamilton,55,4.7,"European, Asian, Desserts",New Zealand
7900115,The Flying Burrito Brothers,Hamilton,58,3.9,Mexican,New Zealand
